factor	Group		
nope	RFC4_ORYSJ		
nope	MYTM2_ARATH		
nope	C71BO_ARATH		
nope	LUC7_SCHPO		
nope	NIPA3_ARATH		
nope	RPB8A_ARATH		
nope	PXL1_ARATH		
nope	TRM1_ARATH		
nope	Y1385_ARATH		
nope	ORR22_ORYSJ		
nope	CCAR2_MOUSE		
nope	CP31A_ARATH		
nope	RID3_ARATH		
nope	CRD1_HORVU		
nope	GLH4_CAEEL		
nope	VTI11_ARATH		
nope	DNAJ_MAGSA		
nope	IF414_TOBAC		
nope	LOV1B_ARATH		
nope	GOS12_ARATH		
nope	PUR9_CALS4		
nope	LRK31_ARATH		
nope	SCE3_SCHPO		
nope	AB7B_ARATH		
nope	MPK8_ORYSJ		
nope	JAC1_ARATH		
nope	SPA2_ARATH		
nope	DPO1_ECOLI		
nope	OCLOT_ORYSJ		
nope	RAG3F_ARATH		
nope	ACO13_MOUSE		
nope	MDHM_FRAAN		
nope	TAF15_ARATH		
nope	NAC8_ARATH		
nope	MTBC_ORYSI		
nope	RLK90_ARATH		
nope	AKH1_MAIZE		
nope	NIFU2_ARATH		
nope	ICE1_ARATH		
nope	2AAG_ARATH		
nope	SUCD_METS5		
nope	LACS6_ARATH		
nope	RL17_MAGMM		
nope	GLR26_ARATH		
nope	ESP1_ARATH		
nope	CSPLY_ARATH		
nope	MYST1_ORYSJ		
nope	WEB1_ARATH		
nope	COBL5_ORYSJ		
nope	TOLB_ORITI		
nope	NNJA3_MAIZE		
nope	TOLB_ALKEH		
nope	ARGD_ALNGL		
nope	DPH4_DICDI		
nope	HFB2C_ORYSJ		
nope	PP314_ARATH		
nope	MIFH_TRITR		
nope	YIPL_SOLTU		
nope	PITP1_DICDI		
nope	FB338_ARATH		
nope	VSR1_ARATH		
nope	PROB_BACHD		
nope	PUB7_ARATH		
nope	GALM_PIG		
nope	OMT17_ORYSJ		
nope	NAA25_MOUSE		
nope	RAF1B_WHEAT		
nope	SYF1_CRYNJ		
nope	DNAJ_MARMM		
nope	URM1_MAIZE		
nope	RBFA_ARATH		
nope	SIGA_ARATH		
nope	NADB_ORYSJ		
nope	BH112_ARATH		
nope	SNX2B_ARATH		
nope	TMM53_DANRE		
nope	PS13A_ARATH		
nope	NDUS1_ARATH		
nope	FPP4_ARATH		
nope	RS7_ORYSJ		
nope	LSM6B_ARATH		
nope	DGDG1_SOYBN		
nope	AAP2_ARATH		
nope	RAD54_ORYSJ		
nope	HSP7Q_ARATH		
nope	ATX10_DICDI		
nope	VPS36_ARATH		
nope	NOM1_HUMAN		
nope	HPR1_ARATH		
nope	Y5673_ARATH		
nope	MPCP1_ARATH		
nope	GAUTE_ARATH		
nope	YM39_YEAST		
nope	FAL1_CRYNJ		
nope	CYSP2_MAIZE		
nope	RIPK4_MOUSE		
nope	RNR1_ARATH		
nope	EF1A2_EUPCR		
nope	COPA1_ORYSJ		
nope	FSH3_YEAST		
nope	GBLPA_ORYSJ		
nope	CAEH2_ORYSJ		
nope	SMO22_ARATH		
nope	U84A4_ARATH		
nope	FSH1_YEAST		
nope	EBF2_ARATH		
nope	UGT1_GARJA		
nope	MARC2_BOVIN		
nope	RAB21_BOVIN		
nope	SDLCA_SOYBN		
nope	HFA2E_ORYSJ		
nope	HOX24_ORYSI		
nope	STIP2_ARATH		
nope	TOP1_RICCN		
nope	ELOC_RAT		
nope	MSH6_ARATH		
nope	EMBP1_WHEAT		
nope	Y1609_ARATH		
nope	IF4E2_MAIZE		
nope	C3H5_ORYSJ		
nope	DNJA3_HUMAN		
nope	FA63A_PONAB		
nope	TBB3_WHEAT		
nope	SPIN1_ORYSJ		
nope	RB3GP_HUMAN		
nope	WTR16_ARATH		
nope	Y5707_ARATH		
nope	RBM18_DANRE		
nope	RL223_ARATH		
nope	MCE1_DANRE		
nope	GCSP2_ARATH		
nope	GMK1_ORYSJ		
nope	B3GT6_ARATH		
nope	ISPH_ORYSJ		
nope	RF2B_ORYSJ		
nope	SPKUL_DICDI		
nope	R15A1_ARATH		
nope	CAS1_GLYGL		
nope	FRL4A_ARATH		
nope	CIPK4_ORYSJ		
nope	HDT2_MAIZE		
nope	NNJA6_MAIZE		
nope	IST1_BOVIN		
nope	SPX1_ORYSI		
nope	WTR5_ARATH		
nope	DNJB9_RAT		
nope	MARH3_MOUSE		
nope	MET17_MOUSE		
nope	S35F1_HUMAN		
nope	NUSB_CALS4		
nope	TBL3_RAT		
nope	CNGC8_ARATH		
nope	CSLF3_ORYSI		
nope	EXOC_AZOBR		
nope	DNJB6_MACFA		
nope	TGT4_ARATH		
nope	FOLD2_ARATH		
nope	OSR8_ORYSJ		
nope	YLPM1_RAT		
nope	CLCA_ARATH		
nope	PR38B_MOUSE		
nope	LUL3_ARATH		
nope	ICR3_ARATH		
nope	PAH1_ARATH		
nope	NACK2_ARATH		
nope	FAEA_ASPTN		
nope	IPCS_ORYSJ		
nope	NAC59_ARATH		
nope	WRKY4_ARATH		
nope	PP112_ARATH		
nope	CML22_ORYSJ		
nope	RIDA_ARATH		
nope	CSCL7_ARATH		
nope	TRPB2_METAC		
nope	PDC2_ORYSJ		
nope	MLH3_ARATH		
nope	SLSG6_BRAOL		
nope	PFKA6_ARATH		
nope	CB5_ARATH		
nope	GRXC7_ORYSJ		
nope	T2FB_SCHPO		
nope	GLO2D_ARATH		
nope	AIR3_ARATH		
nope	C71B2_ARATH		
nope	EFG1P_SCHPO		
nope	CFM3_ORYSJ		
nope	COPA2_ORYSJ		
nope	RIN1_ARATH		
nope	PPR84_ARATH		
nope	AKH2_MAIZE		
nope	YCF37_GUITH		
nope	DTX40_ARATH		
nope	C96AF_ARATH		
nope	STLP1_ORYSI		
nope	SAG21_ARATH		
nope	RFL1_ARATH		
nope	LUL2_ARATH		
nope	ARG2_VIGRR		
nope	FBL11_ARATH		
nope	PABP_NEUCR		
nope	ATR_ORYSI		
nope	MSRB3_ORYSJ		
nope	MARH5_MOUSE		
nope	LRK91_ARATH		
nope	CAN2_ORYSJ		
nope	ACEA_ORYSJ		
nope	KPSS1_ORYSJ		
nope	COPDA_ARATH		
nope	PRR95_ORYSJ		
nope	TGA21_TOBAC		
nope	C3H41_ORYSJ		
nope	CHD3_HUMAN		
nope	PYL10_ARATH		
nope	AGO4A_ORYSJ		
nope	BD31A_ORYSJ		
nope	GCS2_ARATH		
nope	HS906_ARATH		
nope	TRM82_YARLI		
nope	RAB7_GOSHI		
nope	CDKF1_ORYSJ		
nope	RISA_YEAST		
nope	PHT43_ORYSJ		
nope	MGL_ARATH		
nope	RL35_EUPES		
nope	SDF2_ARATH		
nope	PAP3_ORYSJ		
nope	MED9_ARATH		
nope	C7A13_ARATH		
nope	DJ1E_ARATH		
nope	REV7_ARATH		
nope	IN80C_MOUSE		
nope	RH47A_ORYSJ		
nope	POL_SIVG1		
nope	BT3_ARATH		
nope	MT1A_ORYSJ		
nope	IDI1_CAMAC		
nope	PUP13_ARATH		
nope	EFTS_PROMA		
nope	TTC4_DICDI		
nope	NOLC1_HUMAN		
nope	YCF39_PORPU		
nope	PSAD_HORVU		
nope	FNRL1_ARATH		
nope	R1A4_SOLDE		
nope	TEX2_MOUSE		
nope	WNK1_ARATH		
nope	UTP4_YEAST		
nope	DNJB1_MOUSE		
nope	DIT21_ARATH		
nope	SRG1_ARATH		
nope	CI078_HUMAN		
nope	MPI1_ARATH		
nope	GLNA2_MAIZE		
nope	SBIR1_ARATH		
nope	A1CF_RAT		
nope	RBM5B_XENLA		
nope	U483_ANOGA		
nope	ORR9_ORYSJ		
nope	REIL1_ARATH		
nope	CSLH2_ORYSI		
nope	DR111_ARATH		
nope	DRB4_ORYSJ		
nope	SPT20_HUMAN		
nope	ERI2_MOUSE		
nope	GBP4_HUMAN		
nope	HDA17_ARATH		
nope	CENPX_MOUSE		
nope	CLPC1_MYCS2		
nope	CYB5A_ARATH		
nope	GT14B_ARATH		
nope	PYL9_ARATH		
nope	NEUR_DROME		
nope	IRAK1_HUMAN		
nope	Y4849_ARATH		
nope	LIAS_MAIZE		
nope	VP13F_DICDI		
nope	SAC3C_ARATH		
nope	NOSIP_XENLA		
nope	RAA1F_ARATH		
nope	DNAJ_PROMP		
nope	RAB21_HUMAN		
nope	U88F2_PYRCO		
nope	GRC15_ORYSJ		
nope	ELO3_YEAST		
nope	FAAA_DICDI		
nope	P2C56_ORYSJ		
nope	C3H50_ORYSJ		
nope	ORC3_ORYSJ		
nope	BH078_ARATH		
nope	TOP2M_DICDI		
nope	RBP9X_DROME		
nope	FYV10_EMENI		
nope	RS16_WOLWR		
nope	H4_TETTS		
nope	CSPL3_MAIZE		
nope	ANKZ1_HUMAN		
nope	LONM_MAIZE		
nope	C14B3_MAIZE		
nope	SYD_ARATH		
nope	FLUG_EMENI		
nope	GSH1A_ORYSJ		
nope	ACT3_ARATH		
nope	Y2251_ARCFU		
nope	LDL3_ORYSI		
nope	MBD4L_ARATH		
nope	XB35_ORYSJ		
nope	CID3_ARATH		
nope	TIG_ARATH		
nope	DAPA2_WHEAT		
nope	RLGP1_ORYSJ		
nope	WTR25_ARATH		
nope	XPB2_ARATH		
nope	RH29_ORYSJ		
nope	IBR5_ARATH		
nope	ARF_DUGJA		
nope	NU2C2_MAIZE		
nope	EDR1_ARATH		
nope	LOX2_ORYSJ		
nope	SERC2_MOUSE		
nope	F10AL_ARATH		
nope	FEN11_SORBI		
nope	ADAL_BOVIN		
nope	PRS6A_ORYSJ		
nope	IPYR4_ARATH		
nope	YF69_SCHPO		
nope	CYT1_HORVU		
nope	SAP8_ORYSJ		
nope	KCO3_ORYSJ		
nope	Y2309_ARATH		
nope	FKB19_ARATH		
nope	SETH6_ARATH		
nope	14332_MAIZE		
nope	RHD3_ARATH		
nope	LAP1_CAEEL		
nope	PP194_ARATH		
nope	OPR4_ORYSJ		
nope	CNRB_DICDI		
nope	RN126_XENTR		
nope	GUN4C_ARATH		
nope	LEC_LOTTE		
nope	LACE1_RAT		
nope	CIPKN_ORYSJ		
nope	PTA7_ARATH		
nope	TELO2_DANRE		
nope	GGT2_ARATH		
nope	RECA_NITMU		
nope	NOP58_MOUSE		
nope	GSTF3_MAIZE		
nope	MYOB3_ARATH		
nope	U76C2_ARATH		
nope	MBR1_ARATH		
nope	SCAM1_ORYSJ		
nope	ETFQO_ORYSJ		
nope	ODPA3_ARATH		
nope	NU98B_ARATH		
nope	HMA1_ARATH		
nope	E13D_HORVU		
nope	RR16_CALFG		
nope	AIL5_ARATH		
nope	PRP31_HUMAN		
nope	DGC14_HUMAN		
nope	LOX4_ORYSJ		
nope	ASPG2_ARATH		
nope	PERQ2_MOUSE		
nope	C71AM_ARATH		
nope	UBP24_ARATH		
nope	TRMB_MAIZE		
nope	CDKD1_ORYSJ		
nope	Y4826_ARATH		
nope	PIGM_ARATH		
nope	RNF5_RAT		
nope	TRABD_MOUSE		
nope	KDSB_ARATH		
nope	NSUN2_MOUSE		
nope	ERCC1_ARATH		
nope	BLH3_ARATH		
nope	EI2BA_DICDI		
nope	BH128_ARATH		
nope	U75C1_ARATH		
nope	NUCL2_ORYSJ		
nope	UBP5_ARATH		
nope	SYP22_ARATH		
nope	SYYC2_ARATH		
nope	PO21_NASVI		
nope	IRE3_ARATH		
nope	NLTL1_ORYSJ		
nope	BRWD1_MOUSE		
nope	RL51_ORYSI		
nope	ODP22_ARATH		
nope	YCF36_PORPU		
nope	AHL13_ARATH		
nope	HS181_ORYSJ		
nope	HYES_MOUSE		
nope	Y1480_ARATH		
nope	DNJB6_CHICK		
nope	NPC1_HUMAN		
nope	DTC_ARATH		
nope	P2C76_ORYSJ		
nope	REXO4_MOUSE		
nope	RK14_SACOF		
nope	CAAT9_ARATH		
nope	GSTFB_ARATH		
nope	BC2_ORYSJ		
nope	ODP23_ARATH		
nope	ORR4_ORYSJ		
nope	FEA2_MAIZE		
nope	AHL10_ARATH		
nope	LRKS4_ARATH		
nope	RBL20_ARATH		
nope	OFP9_ARATH		
nope	SRAC1_MOUSE		
nope	GWD1_CITRE		
nope	ATG5_ORYSI		
nope	C94B3_ARATH		
nope	RANB1_TOBAC		
nope	BGH3B_BACO1		
nope	XYLB_MOUSE		
nope	APH1_ARATH		
nope	PSNB_ARATH		
nope	ATCA8_ARATH		
nope	CCB2_ARATH		
nope	AAP8_ARATH		
nope	RL321_ARATH		
nope	GSTU8_ARATH		
nope	TCX5_ARATH		
nope	RBGPR_HUMAN		
nope	5NTC_MOUSE		
nope	C90D2_ORYSJ		
nope	FAD3C_SOYBN		
nope	LCB1A_ORYSJ		
nope	HGH1_DICDI		
nope	NRDC_HUMAN		
nope	IF2P_PONAB		
nope	LONF3_MOUSE		
nope	PUP10_ARATH		
nope	Y5483_ARATH		
nope	ORR21_ORYSI		
nope	NP5_HUMAN		
nope	EDL2_ARATH		
nope	MAN3_ORYSJ		
nope	FACR1_ARATH		
nope	4CGT_ANTMA		
nope	LPPD_ARATH		
nope	RL34_TOBAC		
nope	NOMO1_MOUSE		
nope	U1125_ARATH		
nope	LOR8_ARATH		
nope	PIGA_MOUSE		
nope	C75A6_CAMME		
nope	MPCP3_ARATH		
nope	YPOL_THETH		
nope	ECM29_MOUSE		
nope	PIN1C_ORYSJ		
nope	PPP7L_ARATH		
nope	RK24_TOBAC		
nope	MCM5_ORYSI		
nope	MUB3_ORYSJ		
nope	WNK3_ORYSJ		
nope	KPRS2_ORYSJ		
nope	PCO5_ARATH		
nope	CARME_MOUSE		
nope	POLK_HUMAN		
nope	U72C1_ARATH		
nope	AP3B_DICDI		
nope	COL4_ARATH		
nope	RNF10_MOUSE		
nope	Y1601_CHLCH		
nope	CHLP_TOBAC		
nope	C71A3_SOLME		
nope	ODBB1_ARATH		
nope	ATG5_ORYSJ		
nope	PSBD_SORBI		
nope	MAOP2_ARATH		
nope	IPYR_MAIZE		
nope	ARL8A_XENTR		
nope	ADAT3_DANRE		
nope	PSY2_SOLLC		
nope	HSP82_ORYSJ		
nope	LEUD3_ARATH		
nope	RLMN_SYNFM		
nope	E13B_WHEAT		
nope	SEI2_ARATH		
nope	ANXD7_ARATH		
nope	G3PB_SPIOL		
nope	STP5_ARATH		
nope	ALG8_ARATH		
nope	AB12C_ARATH		
nope	CNGC2_ARATH		
nope	INT3_DICDI		
nope	FH3_ORYSJ		
nope	TLDC1_XENLA		
nope	2A5Z_ARATH		
nope	RBOHF_ARATH		
nope	ANXD1_ARATH		
nope	YAKA_DICDI		
nope	NOMT_ORYSJ		
nope	PPR77_ARATH		
nope	PP186_ARATH		
nope	PFPB2_ARATH		
nope	Y8219_ORYSJ		
nope	CUL4_ARATH		
nope	HBS1L_HUMAN		
nope	BZP53_ARATH		
nope	RPB9A_ARATH		
nope	R1B17_SOLDE		
nope	STAD5_ORYSJ		
nope	IQD1_ARATH		
nope	PUR5_ARATH		
nope	FTSH6_ORYSJ		
nope	ALA2_ARATH		
nope	NOP10_ARATH		
nope	AI5L2_ARATH		
nope	COG8_DICDI		
nope	T131L_BOVIN		
nope	HKT6_ORYSJ		
nope	COG3_AEDAE		
nope	TMM18_DANRE		
nope	CCX1_ARATH		
nope	NOC4L_RAT		
nope	NUP54_ARATH		
nope	DRP2A_ARATH		
nope	HPRT_ENTFA		
nope	PREY_MOUSE		
nope	SIGA_CLOAB		
nope	MDHG_CITLA		
nope	P2C03_ORYSJ		
nope	GDL91_ARATH		
nope	NRPA1_ARATH		
nope	PP306_ARATH		
nope	NRPB4_ARATH		
nope	AMO_PEA		
nope	LSM3B_ARATH		
nope	COL13_ARATH		
nope	MGN_ORYSJ		
nope	COG7_RAT		
nope	PDS5B_CHICK		
nope	ERG1_ORYSJ		
nope	SEC23_DEBHA		
nope	ODO1_SCHPO		
nope	Y6944_ORYSJ		
nope	UGE2_ORYSJ		
nope	M2K9_ARATH		
nope	POL_AVIRE		
nope	MBOA2_ARATH		
nope	IN80D_DICDI		
nope	PUX8_ARATH		
nope	PPA18_ARATH		
nope	U71C3_ARATH		
nope	ARFW_ORYSI		
nope	UGE1_ORYSJ		
nope	MOG1_DICDI		
nope	TDX_ORYSJ		
nope	PR1B4_ARATH		
nope	BAG6_MOUSE		
nope	VP13D_DICDI		
nope	EXOS5_ORYSJ		
nope	CFM3_MAIZE		
nope	R10A_ORYSJ		
nope	PSA7A_ORYSJ		
nope	PCKA1_UROPA		
nope	UBP16_ARATH		
nope	CNGC5_ARATH		
nope	SEH1_ARATH		
nope	LWD2_ARATH		
nope	CCD12_HUMAN		
nope	PUB2_ARATH		
nope	MTBC_SORBI		
nope	CH60C_ARATH		
nope	H42_WHEAT		
nope	PSB28_ORYSJ		
nope	PP320_ARATH		
nope	AP2S1_MAIZE		
nope	4CLL9_ARATH		
nope	MCM7_ARATH		
nope	PUB51_ARATH		
nope	TI172_ARATH		
nope	PSBH_SORBI		
nope	FAL1_USTMA		
nope	Y5241_ARATH		
nope	FHY3_ARATH		
nope	SRPRB_MOUSE		
nope	PTR1_ARATH		
nope	WRK40_ARATH		
nope	PUX1_ARATH		
nope	PGK_PORGI		
nope	PABP2_MOUSE		
nope	DHAS_SYNY3		
nope	RK121_SECCE		
nope	GLYC4_ARATH		
nope	Y2239_ARATH		
nope	AFC1_ARATH		
nope	AXEP_POPTR		
nope	T131L_HUMAN		
nope	CNBP_BOVIN		
nope	DXS1_ORYSJ		
nope	PPA4_ARATH		
nope	HOX2_ORYSJ		
nope	MAP1A_ARATH		
nope	ERGI3_MOUSE		
nope	COBL1_ORYSJ		
nope	KSG8_ARATH		
nope	M2K1_ARATH		
nope	MYO6_ARATH		
nope	THO5B_ARATH		
nope	SSL13_ARATH		
nope	GLYR1_DANRE		
nope	ADPPT_XENLA		
nope	DUSA_VIBPA		
nope	RAB7_SOYBN		
nope	CD2B2_HUMAN		
nope	LUMI_ARATH		
nope	SCP28_ARATH		
nope	P1254_THEMA		
nope	PROSC_HUMAN		
nope	TIF6A_ORYSJ		
nope	AMPL2_ORYSJ		
nope	SND1_BOVIN		
nope	C3H35_ORYSJ		
nope	FH8_ORYSJ		
nope	WDR48_HUMAN		
nope	LPAT5_ARATH		
nope	MYG1_RAT		
nope	CWC15_CAEEL		
nope	PP216_ARATH		
nope	PNO1_DROME		
nope	ATXR2_ARATH		
nope	GRPE_PROM9		
nope	METL_ORYSJ		
nope	NIP2_ARATH		
nope	RLF_ARATH		
nope	CAF1B_ARATH		
nope	DJC28_MOUSE		
nope	FTZ21_ARATH		
nope	THIK2_ARATH		
nope	PEK14_ARATH		
nope	PP1R7_DICDI		
nope	SCP3_ARATH		
nope	RER1A_ARATH		
nope	TBB1_AVESA		
nope	TTC38_HUMAN		
nope	IF2C_PHAVU		
nope	PSAA_HORVU		
nope	RL39_MAIZE		
nope	SUVR5_ARATH		
nope	YE04_SCHPO		
nope	SGTB_RAT		
nope	RTNLI_ARATH		
nope	IMPL1_ARATH		
nope	PTR45_ARATH		
nope	APC10_ARATH		
nope	RFBK9_ECOLX		
nope	GRS12_ORYSJ		
nope	LOX16_SOLTU		
nope	RAA5D_ARATH		
nope	PP247_ARATH		
nope	MAD26_ORYSJ		
nope	S2544_PONAB		
nope	BZP28_ARATH		
nope	ERMP1_HUMAN		
nope	ACTM_LYTPI		
nope	TBL3_MOUSE		
nope	IDI2_ARATH		
nope	PDI54_ORYSJ		
nope	PYRG2_RAT		
nope	PDS5A_MOUSE		
nope	EI2BG_MACFA		
nope	IF4G2_WHEAT		
nope	UTP21_SCHPO		
nope	OSTC_DROME		
nope	PCP_PYRFU		
nope	FB154_ARATH		
nope	RH48_ORYSJ		
nope	SBT32_ARATH		
nope	KSL3_ORYSJ		
nope	YF1F_SCHPO		
nope	WDR44_HUMAN		
nope	GDC_HUMAN		
nope	DTX41_ARATH		
nope	RFS1_ARATH		
nope	TMM53_BOVIN		
nope	WAKLH_ARATH		
nope	ATK4_ARATH		
nope	ALKE_BABBO		
nope	PR40C_ARATH		
nope	HOX10_ORYSJ		
nope	MA654_ARATH		
nope	C76A1_SOLME		
nope	ANKR1_BOVIN		
nope	COG6_DICDI		
nope	HDHD3_BOVIN		
nope	ACR12_ARATH		
nope	ARLY_ARATH		
nope	NHX1_ARATH		
nope	NAS3_ORYSJ		
nope	ATX10_XENTR		
nope	KPYG_TOBAC		
nope	ERD2_CAEEL		
nope	TGT3B_ARATH		
nope	OMT8_MAIZE		
nope	EXB11_ORYSJ		
nope	DC8L2_HUMAN		
nope	HSP80_SOLLC		
nope	PSAN_HORVU		
nope	RPAC2_YEAST		
nope	PRP17_MOUSE		
nope	SHGR6_ARATH		
nope	TBB3_SOYBN		
nope	SUT2_ORYSI		
nope	TILS_WOLWR		
nope	GCSH_ORYSJ		
nope	SQD2_ARATH		
nope	CYSG2_HALHL		
nope	RAN2_ORYSJ		
nope	DCNL1_MOUSE		
nope	RK11_ARATH		
nope	AL7A1_MALDO		
nope	CHIA_CICAR		
nope	DNAJ_ROSS1		
nope	WDR83_XENTR		
nope	RTJK_DROME		
nope	C3H28_ORYSJ		
nope	SRRM1_CHICK		
nope	EIF3B_TOBAC		
nope	FABH_ARATH		
nope	HDDC2_DICDI		
nope	NFYA6_ARATH		
nope	AAR2_RABIT		
nope	5NTC_XENLA		
nope	PPT3_DICDI		
nope	Y5262_ARATH		
nope	UBP1B_ARATH		
nope	BCAT3_ARATH		
nope	YK50_YEAST		
nope	MYB08_ANTMA		
nope	E131_ARATH		
nope	CCX4_ARATH		
nope	AGD9_ARATH		
nope	RL18_GRABC		
nope	SPAG1_DANRE		
nope	ALFL6_ORYSI		
nope	R13L4_ARATH		
nope	SIR_MAIZE		
nope	BPG2_ARATH		
nope	APS3_ARATH		
nope	GALE2_CYATE		
nope	IBTK_XENLA		
nope	GILT_HUMAN		
nope	SCP6_ARATH		
nope	FBT4_ARATH		
nope	PR1A1_ARATH		
nope	DRP3A_ARATH		
nope	DGK1_ARATH		
nope	SH3P2_ARATH		
nope	CRK41_ARATH		
nope	LUT1_ARATH		
nope	PIMT1_ARATH		
nope	LP14_BACIU		
nope	ARFH_ORYSJ		
nope	GRP_HORVU		
nope	PTR10_ARATH		
nope	AKT1_ORYSI		
nope	FAD3C_HELAN		
nope	MRG1_ARATH		
nope	IAA11_ORYSJ		
nope	FLS2_ARATH		
nope	PDCD4_CHICK		
nope	CARS_ARTAN		
nope	NLTP3_WHEAT		
nope	SF3A2_HUMAN		
nope	ISY1_DICDI		
nope	TOLB_BDEBA		
nope	Y5902_ARATH		
nope	SYIC_ARATH		
nope	STR11_ARATH		
nope	GENL2_ORYSJ		
nope	FHYRK_ARATH		
nope	LISC2_ORYSJ		
nope	ENO2_MAIZE		
nope	ARF1_PLAFA		
nope	VP26B_ARATH		
nope	IP5P6_ARATH		
nope	HIS7_ARATH		
nope	YHI5_SCHPO		
nope	LOG_ORYSJ		
nope	IP5P8_ARATH		
nope	EIF3A_MAIZE		
nope	MSH5_ORYSJ		
nope	ABIL3_ORYSJ		
nope	IF4E3_WHEAT		
nope	Y4598_ARATH		
nope	LYRM4_MOUSE		
nope	S61A1_CANLF		
nope	PUS10_HUMAN		
nope	C76M7_ORYSJ		
nope	MNMA_BORBU		
nope	T214A_XENLA		
nope	RHL1_ARATH		
nope	DRIP2_ARATH		
nope	DPM1_HUMAN		
nope	SNM1_ARATH		
nope	TBG3_MAIZE		
nope	RUBR_DESGI		
nope	GLGL1_WHEAT		
nope	ERMP1_MOUSE		
nope	TYPA_SYNY3		
nope	RR4_SORBI		
nope	YO059_YEAST		
nope	TOCC_MAIZE		
nope	TTC27_DICDI		
nope	SD113_ARATH		
nope	CRTSO_DAUCA		
nope	ANM62_ORYSJ		
nope	ACO2M_ARATH		
nope	SAPK4_ORYSJ		
nope	CMR1_CHAGB		
nope	UBC7_ARATH		
nope	Y1148_ARATH		
nope	PNP2_ORYSJ		
nope	RNF10_XENLA		
nope	DBAT_TAXCU		
nope	U85A2_ARATH		
nope	NIPL2_ARATH		
nope	ATL5_ARATH		
nope	AHL9_ARATH		
nope	GVQW1_HUMAN		
nope	FYPP_PEA		
nope	MIRO2_ARATH		
nope	PTHM_ARATH		
nope	MARH2_BOVIN		
nope	4CL3_ORYSJ		
nope	RL25_RHILO		
nope	DDI1_PHANO		
nope	APAG_MAGSA		
nope	FREE1_ARATH		
nope	P2C38_ORYSJ		
nope	PSNA_ARATH		
nope	FES1_ASPFU		
nope	TRA2A_MOUSE		
nope	ESF1_HUMAN		
nope	NET1C_ARATH		
nope	WDR74_BOVIN		
nope	RS113_ARATH		
nope	CRK27_ARATH		
nope	NOL_ORYSJ		
nope	PMA4_NICPL		
nope	ACD6_ARATH		
nope	SYDM_ARATH		
nope	RRP12_CHICK		
nope	COP51_ORYSJ		
nope	INVA_MAIZE		
nope	E1313_ARATH		
nope	INV7_ORYSJ		
nope	EFR3_CAEBR		
nope	Y5189_ARATH		
nope	RM24_YEAST		
nope	SF3B3_PONAB		
nope	WDR11_MOUSE		
nope	MTK2_ORYSJ		
nope	TM87A_HUMAN		
nope	KMS1_ARATH		
nope	UVR3_ORYSJ		
nope	UCH2_ARATH		
nope	VP322_ARATH		
nope	CTSL2_RAT		
nope	BZP61_ARATH		
nope	EBM_LILLO		
nope	URTF_STAHJ		
nope	DJB13_HUMAN		
nope	CP2W1_HUMAN		
nope	NTF2_ORYSJ		
nope	ICR2_ARATH		
nope	STK19_MOUSE		
nope	DLO2_ARATH		
nope	FLS_MATIN		
nope	LAC7_ORYSJ		
nope	FDM1_ARATH		
nope	Y2474_ARATH		
nope	UXS4_ARATH		
nope	EFR3B_MOUSE		
nope	STOP1_ARATH		
nope	NUA_ARATH		
nope	PALY_MAIZE		
nope	NDADB_ARATH		
nope	AUG1_ARATH		
nope	BDF2_YEAST		
nope	AK1_ARATH		
nope	PPT2_ORYSJ		
nope	Y1733_ARATH		
nope	RH16_ORYSJ		
nope	TTC7A_MOUSE		
nope	DTX56_ARATH		
nope	NIFU4_ARATH		
nope	CAX1B_ORYSJ		
nope	NET2D_ARATH		
nope	AMY_STRGR		
nope	CRK11_ARATH		
nope	P24D8_ARATH		
nope	YC22_ARATH		
nope	RL151_ARATH		
nope	AT13B_ARATH		
nope	UFOG4_MANES		
nope	YBDL_ECOLI		
nope	GAUT4_ARATH		
nope	ERMP1_SCHPO		
nope	CALM_MEDSA		
nope	APM1D_ORYSJ		
nope	BZW2_RAT		
nope	PPR4_ARATH		
nope	GATA2_ARATH		
nope	EDRF1_PONAB		
nope	BON2_ARATH		
nope	BIG1_ARATH		
nope	PPSP1_ARATH		
nope	DSLE_ARATH		
nope	SARED_ESCCA		
nope	CLPR4_ARATH		
nope	FABD_DROME		
nope	ALIS2_ARATH		
nope	ASA1_ORYSI		
nope	EFTS_TRIEI		
nope	FTHS_SPIOL		
nope	AEE18_ARATH		
nope	Y1295_ARATH		
nope	SRF7_ARATH		
nope	KEA5_ARATH		
nope	WNK2_ORYSJ		
nope	DNAJ_CHRVO		
nope	FBX6_ARATH		
nope	IF2P_YEAST		
nope	SP1L3_ORYSJ		
nope	BACE2_RAT		
nope	ESF2_CANAL		
nope	A1CF_HUMAN		
nope	YQEG_BACSU		
nope	AI5L6_ARATH		
nope	PSMG2_DANRE		
nope	LPP2_ARATH		
nope	AMY3_ARATH		
nope	ACINU_MOUSE		
nope	ARP9_ORYSJ		
nope	U2A2A_WHEAT		
nope	AROF_ORYSJ		
nope	GALM_BOVIN		
nope	SC24B_ARATH		
nope	DCL1_ORYSJ		
nope	VATL_GOSHI		
nope	PI5K8_ARATH		
nope	PRP38_ARATH		
nope	RALB_TODPA		
nope	P2C35_ORYSJ		
nope	DTX45_ARATH		
nope	CHUP1_ARATH		
nope	PUB4_ARATH		
nope	UQCC1_XENLA		
nope	C3H37_ARATH		
nope	APX6_ORYSJ		
nope	RBX1A_DROME		
